order_id,order_datetime,store,item_name,quantity,unit_price,payment_method,status,customer_rating
10176,2026-06-20 19:13,Kochiyo Halal - Edogawa ,Beef Curry Udon,1,1450.00,Credit Card,Cancelled,N/A
10034,"Jun 04, 2026 17:21",Kochiyo Halal - Edogawa ,salmon sushi set,1,1671.00,credit card,DELIVERED,
10038,"Jun 04, 2026 17:42",Kochiyo Halal Multi Cuisine - Edogawa,tonkotsu ramen ,1,¥1344,,Delivered,3
10428,2026/07/19,Kochiyo Central Kitchen,Gyoza (6pcs),1,¥782,Cash,Cancelled,5.0
10511,28/07/2026 20:43,Kochiyo Halal - Edogawa ,Chicken  Karaage,2,"¥1,094",Cash,delivered,N/A
10003,06/01/2026 07:02 PM,Kochiyo Halal Multi Cuisine - Edogawa,beef curry udon,1,1003.00,paypay,Refunded,
10310,07/05/2026 08:09 PM,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,1,1407,,Delivered ,
10332,07/09/2026 06:48 PM,Kochiyo Halal Multi Cuisine - Edogawa,Mango Lassi,1,¥844,,Delivered,N/A
,,,,,,,,
10507,2026/07/28,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,1,¥589,,cancelled,4.5
10034,2026-06-04 17:21,Kochiyo Halal - Edogawa ,Kochiyo Chicken Biryani,1,1168.00,,Cancelled,5
10420,2026-07-18 13:00,Kochiyo Central Kitchen,chicken karaage,1,"¥1,185",PayPay,DELIVERED,4.5
10080,2026/06/08,Kochiyo Central Kitchen,tempura set ,2,"¥1,641",paypay,Delivered,4
10225,2026-06-25 13:01,Kochiyo Central Kitchen,Green Tea,1,¥247,paypay,Refunded,
10404,17/07/2026 12:06,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu  Ramen,1,1182,cash ,Cancelled,5
10184,2026-06-21 13:32,Kochiyo Halal - Edogawa ,Gyoza 6pcs,1,¥491,cash ,Refunded,4
,"Jul 09, 2026 12:43",Kochiyo Halal - Edogawa ,Falafel Wrap,2,1008.00,Credit Card,Delivered ,N/A
10497,"Jul 27, 2026 11:32",Kochiyo Halal Multi Cuisine - Edogawa,chicken karaage,2,1224,,Cancelled,
10119,2026-06-12 21:54,Kochiyo Halal Multi Cuisine - Edogawa,edamame ,1,303.00,,Delivered,4
10331,2026-07-08 18:46,Kochiyo Halal - Edogawa ,edamame ,3,¥200,paypay,cancelled,5
10426,"Jul 19, 2026 13:09",Kochiyo Halal Multi Cuisine - Edogawa,beef curry udon,2,¥976,PayPay,Delivered ,
10202,2026/06/23,Kochiyo Central Kitchen,mango  lassi,2,¥599,,Cancelled,5.0
10362,"Jul 12, 2026 12:13",Kochiyo Central Kitchen,Katsu  Curry  Rice,1,"¥1,267",PayPay,Cancelled,4
10489,"Jul 26, 2026 18:53",Kochiyo Central Kitchen,gyoza(6pc),3,452.00,PayPay,DELIVERED,4
10021,06/02/2026 08:53 PM,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,3,¥574,cash ,cancelled,4
10178,2026/06/21,Kochiyo Central Kitchen,Kochiyo Chicken Biryani,1,1189.00,PayPay,DELIVERED,N/A
10057,"Jun 06, 2026 12:12",Kochiyo Central Kitchen,tonkotsu ramen ,3,¥907,,Refunded,N/A
10483,2026-07-26 13:07,Kochiyo Central Kitchen,Beef  Curry  Udon,1,¥981,paypay,Cancelled,5.0
10354,2026/07/11,Kochiyo Halal - Edogawa ,miso soup,1,¥200,paypay,Refunded,4
10276,2026-07-02 12:20,Kochiyo Central Kitchen,Edamame,2,¥336,PayPay,Cancelled,N/A
10248,2026/06/27,Kochiyo Central Kitchen,Tempura  Set,2,1525,credit card,cancelled,4.5
10466,"Jul 25, 2026 20:29",Kochiyo Central Kitchen,tonkotsu ramen ,,"¥1,193",PayPay,DELIVERED,
10470,2026/07/25,Kochiyo Central Kitchen,tempura set ,2,¥1223,paypay,cancelled,4.5
10209,2026/06/23,Kochiyo Central Kitchen,tempura set ,2,¥1394,,Delivered ,3
10491,"Jul 27, 2026 13:37",Kochiyo Halal - Edogawa ,chicken  biryani,2,1269,PayPay,Delivered,5.0
,2026-06-26 12:59,Kochiyo Halal - Edogawa ,Miso Soup,2,496,credit card,DELIVERED,4.5
10090,2026-06-10 20:37,Kochiyo Halal Multi Cuisine - Edogawa,Chicken  Karaage,2,1052,,Delivered,
10454,23/07/2026 13:34,Kochiyo Halal - Edogawa ,Gyoza 6pcs,1,744.00,Cash,Cancelled,
10025,"Jun 03, 2026 12:38",Kochiyo Central Kitchen,Tonkotsu Ramen,1,¥856,paypay,Delivered,
10213,24/06/2026 19:18,Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,1,924.00,cash ,Delivered ,4.5
10243,"Jun 27, 2026 12:57",Kochiyo Halal Multi Cuisine - Edogawa,Katsu Curry Rice,1,1495.00,,delivered,4.5
10333,07/09/2026 05:05 PM,Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,2,¥1422,LINE Pay,Refunded,3
,2026/07/29,Kochiyo Central Kitchen,Edamame,3,¥251,,Cancelled,5
10430,19/07/2026 17:38,Kochiyo Central Kitchen,Beef Curry Udon,1,1185.00,paypay,DELIVERED,5
10473,25/07/2026 19:27,Kochiyo Halal - Edogawa ,Miso Soup,1,200,LINE Pay,Refunded,5
10004,2026/06/01,Kochiyo Central Kitchen,edamame ,1,¥312,LINE Pay,cancelled,5.0
10313,06/07/2026 18:31,Kochiyo Central Kitchen,Green Tea,2,399.00,,Delivered,
10475,2026/07/25,Kochiyo Central Kitchen,beef curry udon,1,1254.00,paypay,delivered,
10411,17/07/2026 12:48,Kochiyo Halal - Edogawa ,Tempura  Set,2,"¥1,428",Credit Card,Delivered ,4.5
10320,"Jul 07, 2026 13:47",Kochiyo Halal Multi Cuisine - Edogawa,Green Tea,1,¥227,,DELIVERED,
10457,"Jul 23, 2026 20:33",Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,3,1781,PayPay,DELIVERED,4.5
10181,2026/06/21,Kochiyo Halal Multi Cuisine - Edogawa,Chicken  Karaage,2,1222,PayPay,Delivered ,3
10419,07/18/2026 12:27 PM,Kochiyo Central Kitchen,Gyoza 6pcs,1,¥460,,Refunded,5.0
10045,2026-06-04 18:39,Kochiyo Halal Multi Cuisine - Edogawa,miso soup,3,¥575,Credit Card,DELIVERED,4.5
10389,"Jul 16, 2026 13:38",Kochiyo Central Kitchen,Tempura  Set,3,1241.00,,DELIVERED,5
10304,05/07/2026 18:26,Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,1,1438.00,Cash,DELIVERED,4
10208,06/23/2026 01:35 PM,Kochiyo Halal Multi Cuisine - Edogawa,Tempura Set,1,¥1536,,cancelled,
10512,07/28/2026 07:32 PM,Kochiyo Halal - Edogawa ,Mango Lassi,1,462.00,PayPay,DELIVERED,
10180,2026-06-21 18:21,Kochiyo Halal - Edogawa ,tempura set ,1,"¥1,293",Credit Card,Delivered ,5
10247,"Jun 27, 2026 13:44",Kochiyo Central Kitchen,Tempura  Set,3,"¥1,597",LINE Pay,cancelled,3
10060,06/06/2026 11:43,Kochiyo Central Kitchen,gyoza(6pc),3,¥483,LINE Pay,delivered,4
10103,11/06/2026 19:10,Kochiyo Central Kitchen,Gyoza 6pcs,1,604.00,Cash,Cancelled,4
10081,2026/06/08,Kochiyo Central Kitchen,katsu curry rice,2,1158.00,Credit Card,Refunded,3
10060,2026/06/06,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza (6pcs),1,¥715,LINE Pay,cancelled,N/A
10383,07/15/2026 12:42 PM,Kochiyo Central Kitchen,Salmon  Sushi Set,3,"¥1,279",paypay,Refunded,
10256,"Jun 29, 2026 13:29",Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,1,833,credit card,Cancelled,
10528,30/07/2026 11:39,Kochiyo Central Kitchen,Katsu  Curry  Rice,3,1360.00,Cash,DELIVERED,N/A
10046,2026-06-05 21:06,Kochiyo Central Kitchen,tempura set ,1,¥1557,paypay,Refunded,5
10062,06/06/2026 07:56 PM,Kochiyo Central Kitchen,Tempura  Set,3,"¥1,609",paypay,DELIVERED,4.5
,2026-07-26 13:31,Kochiyo Central Kitchen,Kochiyo Chicken Biryani,1,"¥1,090",LINE Pay,Refunded,4.5
10101,2026-06-11 19:39,Kochiyo Central Kitchen,miso soup,1,¥402,PayPay,Refunded,5.0
10425,19/07/2026 12:12,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,1,747,LINE Pay,Cancelled,5
10469,2026-07-25 19:14,Kochiyo Halal - Edogawa ,Kochiyo Chicken Biryani,2,"¥1,591",credit card,delivered,5
10219,06/24/2026 01:03 PM,Kochiyo Halal - Edogawa ,chicken  biryani,1,1526,cash ,Delivered ,4
10477,"Jul 25, 2026 20:17",Kochiyo Central Kitchen,Tempura  Set,,¥1211,LINE Pay,Cancelled,4.5
10024,2026-06-02 13:05,Kochiyo Halal - Edogawa ,Falafel Wrap,2,¥906,,Refunded,
10190,06/21/2026 07:43 PM,Kochiyo Central Kitchen,tempura set ,1,"¥1,150",LINE Pay,Cancelled,
10277,07/02/2026 05:07 PM,Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,3,919.00,Credit Card,Refunded,N/A
10223,25/06/2026 17:36,Kochiyo Halal - Edogawa ,Katsu  Curry  Rice,1,1287.00,,Refunded,
10329,08/07/2026 21:37,Kochiyo Halal - Edogawa ,Edamame,3,387.00,credit card,cancelled,5.0
10348,2026-07-11 20:56,Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,,¥1779,credit card,cancelled,
10062,2026-06-06 19:56,Kochiyo Central Kitchen,Tonkotsu  Ramen,1,"¥1,015",paypay,Cancelled,
10357,11/07/2026 18:26,Kochiyo Halal Multi Cuisine - Edogawa,miso soup,2,625,cash ,Delivered,
10068,07/06/2026 13:51,Kochiyo Central Kitchen,Katsu  Curry  Rice,3,1400.00,cash ,Delivered ,
10014,06/02/2026 06:57 PM,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,3,¥1683,Cash,delivered,4.5
10348,"Jul 11, 2026 20:56",Kochiyo Halal - Edogawa ,chicken karaage,1,¥761,cash ,DELIVERED,3
10107,2026/06/11,Kochiyo Halal - Edogawa ,Chicken Karaage,1,¥964,paypay,Cancelled,N/A
10118,06/12/2026 09:32 AM,Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,3,1232.00,,Delivered,4
10421,2026/07/18,Kochiyo Halal Multi Cuisine - Edogawa,Beef  Curry  Udon,3,1008,cash ,delivered,4
10212,2026/06/24,Kochiyo Central Kitchen,Tempura Set,1,"¥1,320",,cancelled,4.5
,17/07/2026 13:08,Kochiyo Halal Multi Cuisine - Edogawa,Chicken  Karaage,1,849.00,LINE Pay,Cancelled,
10377,15/07/2026 13:19,Kochiyo Halal Multi Cuisine - Edogawa,Miso Soup,2,¥526,PayPay,delivered,4.5
10100,06/10/2026 01:57 PM,Kochiyo Halal Multi Cuisine - Edogawa,Green Tea,1,337,PayPay,Delivered ,5.0
10364,2026-07-12 19:04,Kochiyo Central Kitchen,katsu curry rice,3,"¥1,358",PayPay,DELIVERED,4.5
10116,2026/06/12,Kochiyo Halal - Edogawa ,Edamame,1,¥412,LINE Pay,delivered,3
10374,"Jul 14, 2026 13:29",Kochiyo Central Kitchen,gyoza(6pc),2,713.00,cash ,Cancelled,4.5
10331,07/08/2026 06:46 PM,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu  Ramen,2,"¥1,289",LINE Pay,Cancelled,
10033,04/06/2026 20:36,Kochiyo Halal - Edogawa ,Chicken Biryani,2,1581.00,,Delivered,4.5
10176,06/20/2026 07:13 PM,Kochiyo Halal - Edogawa ,Katsu  Curry  Rice,1,1039,paypay,DELIVERED,5.0
10275,2026-07-02 13:08,Kochiyo Halal Multi Cuisine - Edogawa,Kochiyo Chicken Biryani,1,¥1545,,delivered,3
10063,2026-06-06 11:30,Kochiyo Central Kitchen,salmon sushi set,1,1477.00,,DELIVERED,
10020,2026-06-02 17:56,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,2,"¥1,299",paypay,delivered,4.5
10270,07/01/2026 08:55 PM,Kochiyo Halal Multi Cuisine - Edogawa,tempura set ,2,1493,cash ,Cancelled,5
10013,2026/06/01,Kochiyo Halal Multi Cuisine - Edogawa,Miso Soup,1,¥209,paypay,Refunded,
10346,2026-07-10 18:05,Kochiyo Central Kitchen,Chicken  Karaage,2,1020,LINE Pay,Delivered,4
10091,"Jun 10, 2026 17:49",Kochiyo Central Kitchen,katsu curry rice,1,1341.00,,delivered,N/A
10373,2026-07-14 15:12,Kochiyo Central Kitchen,Salmon  Sushi Set,2,1270.00,PayPay,cancelled,3
10483,"Jul 26, 2026 13:07",Kochiyo Central Kitchen,katsu curry rice,1,¥1299,PayPay,cancelled,4.5
10506,28/07/2026 12:55,Kochiyo Central Kitchen,edamame ,3,¥604,Credit Card,delivered,4.5
10095,2026-06-10 13:11,Kochiyo Central Kitchen,Beef  Curry  Udon,2,¥1148,credit card,cancelled,
10077,08/06/2026 20:32,Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,2,¥1375,LINE Pay,Delivered ,5.0
10179,21/06/2026 12:47,Kochiyo Halal Multi Cuisine - Edogawa,katsu curry rice,3,¥1448,credit card,delivered,N/A
10099,06/10/2026 01:39 PM,Kochiyo Halal - Edogawa ,Gyoza 6pcs,1,841.00,credit card,cancelled,5
,06/25/2026 11:10 AM,Kochiyo Halal Multi Cuisine - Edogawa,Kochiyo Chicken Biryani,1,"¥1,184",,cancelled,5
10270,2026/07/01,Kochiyo Halal - Edogawa ,Chicken Biryani,1,¥1486,paypay,Delivered ,4
10425,"Jul 19, 2026 12:12",Kochiyo Halal - Edogawa ,Beef  Curry  Udon,2,"¥1,412",PayPay,Refunded,4
10469,2026-07-25 19:14,Kochiyo Halal - Edogawa ,Kochiyo Chicken Biryani,2,"¥1,591",credit card,delivered,5
10439,2026/07/20,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu  Ramen,1,"¥1,075",LINE Pay,Delivered ,
10471,2026/07/25,Kochiyo Halal Multi Cuisine - Edogawa,falafel wrap ,2,1187.00,,DELIVERED,4
10317,06/07/2026 19:44,Kochiyo Halal - Edogawa ,Salmon  Sushi Set,2,1272,,Cancelled,5
10164,2026-06-20 21:46,Kochiyo Central Kitchen,Green Tea,2,200.00,Credit Card,Refunded,
10485,07/26/2026 12:02 PM,Kochiyo Halal Multi Cuisine - Edogawa,chicken karaage,1,835.00,,delivered,
10004,2026-06-01 12:31,Kochiyo Halal Multi Cuisine - Edogawa,tonkotsu ramen ,1,"¥1,054",PayPay,Refunded,3
10366,07/13/2026 01:34 PM,Kochiyo Central Kitchen,Kochiyo Chicken Biryani,2,1098,Credit Card,Delivered,5.0
10350,07/11/2026 09:40 PM,Kochiyo Halal - Edogawa ,beef curry udon,2,"¥1,118",LINE Pay,delivered,5
10006,06/01/2026 06:49 PM,Kochiyo Central Kitchen,green tea,1,¥255,,Delivered,
10509,2026-07-28 17:42,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,1,1169,Credit Card,Delivered ,3
10310,2026/07/05,Kochiyo Central Kitchen,CHICKEN KARAAGE BOX,2,741.00,credit card,Delivered ,3
10201,2026/06/22,Kochiyo Halal Multi Cuisine - Edogawa,Edamame,2,¥625,,Refunded,5.0
10011,2026/06/01,Kochiyo Halal Multi Cuisine - Edogawa,Katsu  Curry  Rice,1,1001.00,,Delivered,3
10403,17/07/2026 17:11,Kochiyo Central Kitchen,Edamame,1,601.00,LINE Pay,cancelled,5.0
10268,"Jul 01, 2026 18:10",Kochiyo Halal - Edogawa ,gyoza(6pc),2,814.00,paypay,DELIVERED,5.0
,"Jun 25, 2026 12:37",Kochiyo Halal - Edogawa ,Falafel Wrap,2,1081.00,paypay,Cancelled,4
10172,"Jun 20, 2026 12:03",Kochiyo Halal Multi Cuisine - Edogawa,Falafel Wrap,1,"¥1,007",cash ,Delivered ,
10293,04/07/2026 18:08,Kochiyo Halal - Edogawa ,Tempura  Set,1,1652.00,Cash,Cancelled,5.0
10410,2026/07/17,Kochiyo Halal Multi Cuisine - Edogawa,Chicken  Karaage,2,769.00,Cash,Refunded,3
10304,2026/07/05,Kochiyo Halal - Edogawa ,Katsu  Curry  Rice,1,1217,cash ,Cancelled,5
10167,"Jun 20, 2026 20:21",Kochiyo Halal Multi Cuisine - Edogawa,Edamame,2,¥370,paypay,Refunded,N/A
10337,2026/07/09,Kochiyo Central Kitchen,Mango Lassi,1,301.00,PayPay,Delivered,5
10227,"Jun 25, 2026 19:25",Kochiyo Central Kitchen,mango  lassi,2,696,Cash,Cancelled,3
10234,06/26/2026 07:38 PM,Kochiyo Halal - Edogawa ,miso soup,2,524.00,paypay,Delivered,
10138,2026-06-15 12:35,Kochiyo Central Kitchen,beef curry udon,1,"¥1,225",credit card,delivered,N/A
10214,2026/06/24,Kochiyo Halal Multi Cuisine - Edogawa,Miso Soup,1,200.00,PayPay,DELIVERED,
10438,2026-07-20 15:11,Kochiyo Halal Multi Cuisine - Edogawa,mango  lassi,2,¥462,PayPay,Delivered,4
10096,"Jun 10, 2026 18:55",Kochiyo Halal Multi Cuisine - Edogawa,Miso Soup,1,294,paypay,Cancelled,
10323,07/07/2026 20:31,Kochiyo Central Kitchen,tempura set ,1,1692.00,LINE Pay,Cancelled,N/A
10364,"Jul 12, 2026 19:04",Kochiyo Halal Multi Cuisine - Edogawa,green tea,1,¥308,,Cancelled,N/A
10043,"Jun 04, 2026 20:56",Kochiyo Central Kitchen,mango  lassi,1,¥468,cash ,Delivered ,4
10259,2026/06/30,Kochiyo Central Kitchen,Tonkotsu  Ramen,2,¥951,,delivered,
10079,"Jun 08, 2026 20:39",Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,1,¥869,,delivered,N/A
10416,"Jul 18, 2026 13:40",Kochiyo Halal - Edogawa ,Chicken Karaage,3,1046,PayPay,DELIVERED,N/A
10055,2026/06/06,Kochiyo Halal Multi Cuisine - Edogawa,Katsu Curry Rice,1,1199.00,Cash,Refunded,N/A
10360,12/07/2026 21:09,Kochiyo Central Kitchen,Katsu Curry Rice,1,1350,,Refunded,
10045,06/04/2026 06:39 PM,Kochiyo Halal Multi Cuisine - Edogawa,Salmon Sushi Set,2,1351.00,paypay,Cancelled,4.5
10285,2026/07/03,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu Ramen,3,¥1026,credit card,delivered,4.5
10036,"Jun 04, 2026 15:15",Kochiyo Halal - Edogawa ,tonkotsu ramen ,1,1135.00,cash ,cancelled,5.0
10467,"Jul 25, 2026 17:45",Kochiyo Halal - Edogawa ,Mango Lassi,2,369.00,,Delivered ,
10322,2026-07-07 19:07,Kochiyo Halal Multi Cuisine - Edogawa,green tea,3,200.00,credit card,Delivered ,5
10292,2026-07-04 12:42,Kochiyo Halal Multi Cuisine - Edogawa,Mango Lassi,1,685.00,Cash,Refunded,3
10141,06/15/2026 07:19 PM,Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,1,1652.00,Cash,Delivered ,4.5
10248,2026/06/27,Kochiyo Central Kitchen,Tempura Set,3,"¥1,231",credit card,cancelled,4
10474,2026-07-25 12:07,Kochiyo Halal - Edogawa ,tempura set ,,1597,LINE Pay,Refunded,5
10166,"Jun 20, 2026 15:03",Kochiyo Halal Multi Cuisine - Edogawa,falafel wrap ,1,1259,Credit Card,Delivered ,4
10256,2026-06-29 13:29,Kochiyo Central Kitchen,Salmon Sushi Set,2,¥1581,LINE Pay,Cancelled,N/A
10016,"Jun 02, 2026 20:55",Kochiyo Central Kitchen,Gyoza 6pcs,1,558,credit card,Delivered ,
10217,2026-06-24 12:03,Kochiyo Central Kitchen,tonkotsu ramen ,1,¥844,Credit Card,DELIVERED,
10286,"Jul 03, 2026 17:37",Kochiyo Central Kitchen,Edamame,3,¥279,paypay,Cancelled,4
10008,"Jun 01, 2026 11:15",Kochiyo Central Kitchen,green tea,2,200.00,credit card,Refunded,5.0
10363,2026/07/12,Kochiyo Halal - Edogawa ,Tempura Set,2,1329.00,LINE Pay,Refunded,3
10259,2026-06-30 18:56,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,2,1596.00,cash ,Delivered ,5
10029,03/06/2026 13:07,Kochiyo Halal - Edogawa ,Tonkotsu Ramen,1,¥885,,Delivered,5
10528,"Jul 30, 2026 11:39",Kochiyo Halal Multi Cuisine - Edogawa,Kochiyo Chicken Biryani,2,¥1073,,delivered,5.0
10024,2026-06-02 13:05,Kochiyo Halal Multi Cuisine - Edogawa,chicken karaage,1,"¥1,058",paypay,Delivered ,5
10400,16/07/2026 11:53,Kochiyo Central Kitchen,Mango Lassi,1,352.00,cash ,Refunded,
10386,"Jul 15, 2026 13:44",Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,3,¥819,cash ,delivered,
10361,"Jul 12, 2026 12:58",Kochiyo Central Kitchen,Beef Curry Udon,2,1060,LINE Pay,Delivered ,
10204,2026-06-23 12:28,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,1,¥1446,paypay,Cancelled,4.5
10486,26/07/2026 09:58,Kochiyo Halal - Edogawa ,Katsu  Curry  Rice,3,1414.00,Cash,Delivered ,4
10492,27/07/2026 19:39,Kochiyo Halal Multi Cuisine - Edogawa,Tempura Set,2,1515.00,Cash,Cancelled,4.5
10012,01/06/2026 11:04,Kochiyo Halal - Edogawa ,Katsu Curry Rice,1,"¥1,271",,DELIVERED,4
10308,"Jul 05, 2026 21:23",Kochiyo Halal - Edogawa ,edamame ,2,¥306,LINE Pay,Refunded,5.0
10128,2026/06/14,Kochiyo Central Kitchen,Salmon  Sushi Set,2,¥1258,paypay,Cancelled,N/A
10504,"Jul 28, 2026 21:42",Kochiyo Central Kitchen,Kochiyo Chicken Biryani,1,1129,cash ,DELIVERED,4
10099,"Jun 10, 2026 13:39",Kochiyo Halal - Edogawa ,Gyoza (6pcs),2,¥410,paypay,DELIVERED,4
10376,2026/07/15,Kochiyo Halal - Edogawa ,CHICKEN KARAAGE BOX,1,"¥1,166",PayPay,Delivered,4
10182,2026-06-21 17:11,Kochiyo Halal - Edogawa ,Green Tea,2,530.00,,Refunded,
10232,2026/06/26,Kochiyo Central Kitchen,Kochiyo Chicken Biryani,3,"¥1,341",credit card,Delivered ,
10445,"Jul 21, 2026 13:13",Kochiyo Central Kitchen,Beef Curry Udon,1,976.00,paypay,delivered,5
10236,06/26/2026 08:12 PM,Kochiyo Halal - Edogawa ,Green Tea,3,¥200,paypay,cancelled,N/A
10163,19/06/2026 12:25,Kochiyo Halal Multi Cuisine - Edogawa,edamame ,2,659.00,Credit Card,Delivered ,3
10093,"Jun 10, 2026 19:59",Kochiyo Halal - Edogawa ,Beef  Curry  Udon,1,968,Credit Card,delivered,5
10105,11/06/2026 20:25,Kochiyo Central Kitchen,chicken  biryani,2,"¥1,561",LINE Pay,Delivered ,5.0
10224,"Jun 25, 2026 21:19",Kochiyo Central Kitchen,Tonkotsu  Ramen,3,¥860,Cash,delivered,
10182,06/21/2026 05:11 PM,Kochiyo Central Kitchen,tonkotsu ramen ,1,1054.00,paypay,cancelled,N/A
10496,2026-07-27 18:10,Kochiyo Halal Multi Cuisine - Edogawa,beef curry udon,2,1004.00,Credit Card,delivered,
10032,2026/06/03,Kochiyo Central Kitchen,Tonkotsu Ramen,2,870.00,paypay,Refunded,5
10503,27/07/2026 13:58,Kochiyo Halal - Edogawa ,tempura set ,1,¥1332,LINE Pay,DELIVERED,
10012,"Jun 01, 2026 11:04",Kochiyo Halal - Edogawa ,Beef  Curry  Udon,2,1152,,DELIVERED,
,12/06/2026 12:10,Kochiyo Halal Multi Cuisine - Edogawa,Katsu  Curry  Rice,2,1389.00,credit card,cancelled,4
10393,07/16/2026 11:33 AM,Kochiyo Halal - Edogawa ,Falafel Wrap,1,¥1252,paypay,Refunded,4
10283,2026-07-02 21:52,Kochiyo Halal Multi Cuisine - Edogawa,Miso Soup,1,¥647,cash ,Delivered ,4.5
10130,14/06/2026 13:16,Kochiyo Halal Multi Cuisine - Edogawa,Katsu Curry Rice,1,¥1413,credit card,delivered,4
10277,07/02/2026 05:07 PM,Kochiyo Halal Multi Cuisine - Edogawa,Chicken  Karaage,2,¥899,,Delivered ,4.5
10291,2026/07/03,Kochiyo Halal Multi Cuisine - Edogawa,Tempura  Set,2,"¥1,484",,Delivered ,4.5
10166,"Jun 20, 2026 15:03",Kochiyo Central Kitchen,Tempura  Set,2,"¥1,461",Credit Card,Delivered ,
,13/06/2026 12:31,Kochiyo Halal Multi Cuisine - Edogawa,mango  lassi,1,317,LINE Pay,cancelled,
10439,20/07/2026 18:01,Kochiyo Halal - Edogawa ,edamame ,3,¥222,credit card,Delivered,4.5
10043,04/06/2026 20:56,Kochiyo Halal - Edogawa ,Mango Lassi,2,¥377,LINE Pay,Delivered ,N/A
10284,2026-07-02 12:28,Kochiyo Halal - Edogawa ,Chicken Biryani,2,1491,Credit Card,Cancelled,4
10359,2026-07-12 18:50,Kochiyo Central Kitchen,Miso  Soup,1,¥231,cash ,DELIVERED,
10292,2026-07-04 12:42,Kochiyo Central Kitchen,green tea,1,401,credit card,Cancelled,4.5
10416,"Jul 18, 2026 13:40",Kochiyo Halal Multi Cuisine - Edogawa,Falafel Wrap,,1053,paypay,Delivered,
10426,2026/07/19,Kochiyo Central Kitchen,Salmon  Sushi Set,2,¥1384,LINE Pay,delivered,
10076,08/06/2026 19:19,Kochiyo Central Kitchen,Beef  Curry  Udon,1,1364,,delivered,N/A
10076,06/08/2026 07:19 PM,Kochiyo Halal - Edogawa ,Katsu Curry Rice,2,¥1097,cash ,Cancelled,3
10206,2026/06/23,Kochiyo Halal - Edogawa ,tempura set ,2,1398,PayPay,DELIVERED,4
10165,20/06/2026 15:42,Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,1,1410.00,cash ,delivered,N/A
10035,06/04/2026 12:23 PM,Kochiyo Halal - Edogawa ,CHICKEN KARAAGE BOX,3,857.00,LINE Pay,Delivered ,4.5
10067,07/06/2026 17:46,Kochiyo Halal - Edogawa ,salmon sushi set,1,¥1610,,Refunded,3
10478,2026-07-25 21:58,Kochiyo Halal Multi Cuisine - Edogawa,Miso  Soup,1,449.00,Cash,Delivered ,4.5
10054,"Jun 06, 2026 20:18",Kochiyo Halal Multi Cuisine - Edogawa,Chicken Karaage,1,1106,LINE Pay,cancelled,5.0
10143,06/16/2026 07:24 PM,Kochiyo Central Kitchen,tempura set ,2,"¥1,528",paypay,Delivered ,
10218,24/06/2026 19:13,Kochiyo Halal - Edogawa ,Falafel Wrap,2,1014.00,Credit Card,Cancelled,5
,2026/06/21,Kochiyo Halal - Edogawa ,Salmon  Sushi Set,2,1385,PayPay,cancelled,4
10464,2026-07-24 18:15,Kochiyo Central Kitchen,salmon sushi set,2,1275.00,PayPay,Delivered ,
10138,2026-06-15 12:35,Kochiyo Halal - Edogawa ,Tempura Set,2,¥1464,LINE Pay,Delivered ,5
10402,07/17/2026 09:41 PM,Kochiyo Central Kitchen,Chicken  Karaage,1,1064,Credit Card,DELIVERED,3
10323,07/07/2026 08:31 PM,Kochiyo Halal - Edogawa ,tonkotsu ramen ,1,"¥1,123",cash ,Refunded,
10462,"Jul 23, 2026 18:23",Kochiyo Halal Multi Cuisine - Edogawa,Falafel Wrap,2,1050,Credit Card,Cancelled,4.5
10049,2026-06-05 17:56,Kochiyo Central Kitchen,katsu curry rice,1,1414.00,Cash,DELIVERED,3
10029,03/06/2026 13:07,Kochiyo Central Kitchen,miso soup,,¥298,,delivered,
